DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,extracted_entities,defective_component,defective_part,failure_type,num_parts_replaced,total_cost,cause_of_failure
"COMPLAINT MOTORLAMPA I DISPLAY CAUSE FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERINGAR PÅ TEMPERATUR PM-SENSOR, 
FRILÄGGNING SAMT UPPMÄTNING KABLAGE OCH 
KONTAKTSTYCKEN UTAN ANMÄRKNING, KONSTATERAR INTERN 
FELFUNKTION PM-SENSOR, UTFÖRT BYTE DITO, RADERING 
FELMINNE, FUNKTIONSKONTROLL SAMT PROVKÖRNING UTAN 
ANMÄRKNING, CORRECTION FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERINGAR PÅ TEMPERATUR PM-SENSOR, 
FRILÄGGNING SAMT UPPMÄTNING KABLAGE OCH 
KONTAKTSTYCKEN UTAN ANMÄRKNING, KONSTATERAR INTERN 
FELFUNKTION PM-SENSOR, UTFÖRT BYTE DITO, RADERING 
FELMINNE, FUNKTIONSKONTROLL SAMT PROVKÖRNING UTAN 
ANMÄRKNING,",PARTICULATE SENSOR,BREAK,PM SENSOR,1.0,419.65,"COMPLAIN  ENGINE LIGHT IN DISPLAY  CAUSE  TROUBLESHOOTING, CONNECTION OF DIAGNOSTIC COMPUTER, READOUT 
ERROR MEMORY, ERROR INDICATIONS ON TEMPERATURE PM SENSOR, 
EXPOSING AND MEASURING WIRING AND 
CONTACT PIECES WITHOUT REMARKS, INTERNAL DETERMINES 
MALFUNCTION PM SENSOR, EXCHANGE DITTO, DELETE 
ERROR MEMORY, FUNCTIONAL CHECK AND TEST DRIVE WITHOUT 
NOTE, CORRECTION  TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
ERROR MEMORY, ERROR INDICATIONS ON TEMPERATURE PM SENSOR, 
EXPOSING AND MEASURING WIRING AND 
CONTACT PIECES WITHOUT REMARKS, INTERNAL DETERMINES 
MALFUNCTION PM SENSOR, EXCHANGE DITTO, DELETE 
ERROR MEMORY, FUNCTIONAL CHECK AND TEST DRIVE WITHOUT 
REMARK,",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT WARNING LIGHT IS ON CAUSE DEFECTIVE OXYGEN SENSOR DUE TO INTERNAL DEFECT CORRECTION REPL.OXYGEN SENSOR,OXYGEN SENSOR,DEFECT,SENSOR,1.0,130.05,COMPLAINT WARNING LIGHT IS ON CAUSE DEFECTIVE OXYGEN SENSOR DUE TO INTERNAL DEFECT CORRECTION REPL.OXYGEN SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA WYCIEK OLEJU NA MOðCIE  CPRZ ZDEFORMOWANIE POWIERZCHNI USZCZELNIACZA MOSTU TYLNEJ OSI  KORECTA WYMIANA USZCZELNIACZA MOSTU,FLANGE SEAL,OIL LEAKS,SHAFT SEAL,1.0,53.371364, COMPLAINT  OIL LEAK ON MOðT   CPRZ DEFORMATION OF THE SURFACE OF THE REAR AXLE SEAL   CORRECTION  BRIDGE SEAL REPLACEMENT,{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA ŚWIECI KONTROLKA AWARII SILNIKA I ADBLUE CPRZ WEWNĘTRZNE ELEKTRYCZNE USZKODZENIE GRZAŁKI PŁYNU 
ADBLUE W PRZEWODZIE DOPROWADZAJĄCYM PŁYN DO WTRYSKU KORECTA WYMIANA PRZEWODU",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,134.666667,"COMPLAINT  ENGINE FAILURE AND ADBLUE INDICATOR INDICATOR IS ON  CPRZ INTERNAL ELECTRICAL FLUID HEATER DAMAGE 
ADBLUE IN THE INJECTION FLUID SUPPLY PIPE CORRECTION  CORD REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Vehicle can not start the engine and there is strange metal sound 
when engine is trying to start CAUSE After inspection and engine disassembly we found that few tooths 
on engine toothed belt was damaged which
cause the malfunction of water pump which later indicated in 
several damages on engine core compoments. We
found a damages on the fallowing parts: engine valves, all pistons, 
crankshaft, camshafts, water pump, toothed belt
tensioner, bearings, and connection rods. Engine block and engine 
head did not pass the hydrotest and they also
should be replaced. CORRECTION Engine assembly replaced per authorization for WPA request 
106302395.",TIMING CONTROLS,BREAK,TIMING BELT,8.0,11472.53,"COMPLAINT Vehicle can not start the engine and there is strange metal sound 
when engine is trying to start CAUSE After inspection and engine disassembly we found that few tooths 
on engine toothed belt was damaged which
cause the malfunction of water pump which later indicated in 
several damages on engine core compoments. We
found a damages on the fallowing parts: engine valves, all pistons, 
crankshaft, camshafts, water pump, toothed belt
tensioner, bearings, and connection rods. Engine block and engine 
head did not pass the hydrotest and they also
should be replaced. CORRECTION Engine assembly replaced per authorization for WPA request 
106302395.",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT DOSSIER ANS N¢8001723050 VEHICULE EN PANNE A 
CHANTENAY ST IMBERT CAUSE DEPANNAGE SOLUTION DEPANNAGE",ANS 24 HOURS,MISCELLANEOUS,ECU-ENGINE,85.0,274.55,"INCIDENT  YEARS FILE N¢8001723050 VEHICLE IN BREAKDOWN A 
CHANTENAY ST IMBERT CAUSE  TROUBLESHOOTING  SOLUTION TROUBLESHOOTING",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT 'whining' noise from front end CAUSE wheel bearings failure CORRECTION trace fault,strip front hubs,renew wheel bearings both sides, rebuild 
and check",BEARINGS,NOISE,WHEEL BEARINGS,7.0,706.13793,"COMPLAINT 'whining' noise from front end CAUSE wheel bearings failure CORRECTION trace fault,strip front hubs,renew wheel bearings both sides, rebuild 
and check",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA zapalona kontrolka mil, brak mocy CPRZ USZKODZONA SONDA LAMBDA KORECTA WYMIANA SONDY LAMBDA",OXYGEN SENSOR,DEFECT,SENSOR,1.0,58.020135,"COMPLAINT  mileage light on, no power  CPRZ DAMAGED LAMBDA PROBE  CORRECTION  LAMBDA PROBE REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA zapala sie komunikat usterka Hill Holder  CPRZ NIEPRAWIDLOWE POD CZENIE PRZEWODOW MASOWYCH NA WIAZCE ELEKTRYCZNEJ RAMY WODA WE WTYCZKACH  KORECTA NAPRAWA POLACZENIA MASOWEGO,CAB LOOM,LOOSE RETAINER,FRAME WIRING,0.0,62.778523, COMPLAINT  Hill Holder fault message appears   CPRZ IMPROPER CONNECTION OF MASS CABLES ON THE ELECTRICAL HARNESS OF THE WATER FRAME IN PLUGINS  CORRECTION  MASS CONNECTION REPAIR,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Oil leaks under the gearbox. We noticed the failure during the 
maintenance inspection. CAUSE Oil leaks from the gearbox back-up lamp switch. Switch misaligned. CORRECTION Gearbox washing + back-up lamp switch replaced + gearbox oil refill.",BACK-UP LAMP SWITCH,MISALIGNED,REAR LIGHT SWITCH,2.8,64.55,"COMPLAINT Oil leaks under the gearbox. We noticed the failure during the 
maintenance inspection. CAUSE Oil leaks from the gearbox back-up lamp switch. Switch misaligned. CORRECTION Gearbox washing + back-up lamp switch replaced + gearbox oil refill.",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA WYCIEK OLEJU Z POD KORKA  CPRZ KONTROLA USTERKI.ODKSZTALCONY KOREK WLEWU OLEJU.NESZCZELNY  KORECTA WYMIANA KORKA WLEWU OLEJU,CAP,DEFORMED,OIL FILLER PLUG,1.0,31.091723, COMPLAINT  OIL LEAKING FROM UNDER THE CAP   CPRZ FAILURE INSPECTION.DEFORMED OIL FILLER CAP.SEALING   CORRECTION  REPLACING THE OIL FILLER CAP,{},N/A,N/A,N/A,N/A,N/A,N/A
 INCIDENT PROBLEME ABS  CAUSE RUPTURE DU CAPTEUR ABS  SOLUTION D-R CAPTEUR INDUCTIF ANTI-BLOCAGE ROUES ARRA ROUES A MOYEU DEPOSEPREPARATION STATION U.D.T.TEST MODULES ET EFFACEMENT MEMOIRE PANNES SAUF PREPARATION STATIONDIAGNOSTIC SYSTEME DE FREINAGESAUF PREPARATION STATION,SENSOR,BREAK,SENSOR,2.0,125.83, INCIDENT  ABS PROBLEM  CAUSE  ABS SENSOR BREAKAGE   SOLUTION  D-R INDUCTIVE ANTI-LOCK SENSOR ARRA WHEELS WHEELS WITH REMOVAL HUBSTATION PREPARATION U.D.T.TEST MODULES AND CLEARING FAULT MEMORY EXCEPT STATION PREPARATIONDIAGNOSIS BRAKE SYSTEMEXCEPT STATION PREPARATION,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT TOWING 
DOSSIER 8001822449 CAUSE TOWING CORRECTION TOWING",ANS 24H RECOVERY CHARGE,BREAK,AIR HOSE,0.0,381.94,"COMPLAINT TOWING 
DOSSIER 8001822449 CAUSE TOWING CORRECTION TOWING",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA Halas pokrywy silnika  CPRZ Luzne mocowanie gornej pokrywy silnika  KORECTA Naprawa mocowania giornej pokrywy silnika,ROCKER TOP COVER,LOOSE RETAINER,RUBBER PLUG,3.0,25.729306, COMPLAINT  Engine hood noise   CPRZ Loose upper engine cover mounting   CORRECTION  Repair of the upper engine cover mounting,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO PRESA DI CORRENTE SINISTRA IN CABINA NON FUNZIONA  CAUSA RISCONTRATO CABLAGGIO INCERTO  CORREZIONE RIPARATO CABLAGGIO,CIGAR LIGHTER,DEFECTIVE CONTACTS,SOCKET,0.0,25.2, DAMAGE TYPE  LEFT POWER SOCKET IN CABIN DOES NOT WORK   CAUSE UNCERTAIN WIRING DETECTED   CORRECTION  WIRING REPAIRED,{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT Attend Breakdown CAUSE . CORRECTION .,ANS 24 HOURS,MISCELLANEOUS,BATTERY,0.0,54.860465,COMPLAINT Attend Breakdown CAUSE . CORRECTION .,{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Reported non start. WPA107554800 accepted. CAUSE Attended vehicle to find non start, loaded UDT to find immobiliser faults, 
tested ignition pick up ring to find ok. Organised recov ery of vehcile to 
workshop for further inspection. Brought vehicle into workshop, tested 
wiring to find ignition shorted, stripped steering wheel column and dash 
panels to access wiring loom. Traced over to find short circuit behind 
column. CORRECTION Repaired wiring loom with connectors and secured, loaded UDT and 
reprogrammed keys, tested vehicle, all ok. Refitted and secured al l 
removed trims and panels, retested vehicle, all ok.",CAB LOOM,SHORT CIRCUIT,DASHBOARD WIRING,4.0,235.425289,"COMPLAINT Reported non start. WPA107554800 accepted. CAUSE Attended vehicle to find non start, loaded UDT to find immobiliser faults, 
tested ignition pick up ring to find ok. Organised recov ery of vehcile to 
workshop for further inspection. Brought vehicle into workshop, tested 
wiring to find ignition shorted, stripped steering wheel column and dash 
panels to access wiring loom. Traced over to find short circuit behind 
column. CORRECTION Repaired wiring loom with connectors and secured, loaded UDT and 
reprogrammed keys, tested vehicle, all ok. Refitted and secured al l 
removed trims and panels, retested vehicle, all ok.",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Vozidlo v nouzovém režimu CAUSE Diagnostika, kontrola el. instalace - zjištěny dva vadné vstřikovače 
paliva CORRECTION Provedena výměna výměna vstřikovačů",INJECTOR,DEFECT,ELECTRICAL INJECTION,2.0,655.15,"COMPLAIN  Vehicle in emergency mode CAUSE  Diagnostics, electrical control installation - two faulty injectors detected 
fuel  CORRECTION  Replaced the injectors",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA  CPRZ  KORECTA,REAR DOOR CONNECTION,DEFECTIVE CLOSURE/OPENING,CONNECTION,2.0,72.293065, COMPLAINT   CPRZ    CORRECTION,{},N/A,N/A,N/A,N/A,N/A,N/A
"SICAYET SU KAÇAĞI VAR. NEDEN YAPILAN SERVİS KONTROLÜNDE ARACIN RADYATÖR PRESLEME 
YERİNDEN DEFORME OLDUĞU GÖRÜLDÜ. YAPILANIS DEĞİŞTİ.ARIZA GİDERİLDİ.SERVİS BÜNYESİNDE ANTİFİRİZ 700 TL 
EKLENMİŞTİR.",RADIATOR,DEFORMED,WATER RADIATOR,2.0,230.3812,"TEMPERATURE  THERE IS A WATER LEAK. FROM WHERE  RADIATOR PRESSING OF THE VEHICLE DURING THE SERVICE CHECK 
IT WAS OBSERVED THAT IT WAS DEFORMED FROM ITS PLACE. PROCEDURE  HAS BEEN CHANGED. THE FAILURE HAS BEEN FIXED. ANTIFREEZE IN THE SERVICE IS 700 TL 
ADDED.",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO PERDITA GASOLIO  CAUSA VERIFICA PERDITA COMBUSTIBILE.SI RISCONTRA LA ROTTURA DELLA TUBAZIONE DA FILTRO ALLA POMPA INIEZIONE.  CORREZIONE SOSTITUZIONE TUBAZIONE COMBUSTIBILE IN ALLEGATO BOLLA N.27109 DEL 06/12/2023,FILTER TO PUMP PIPE,BREAK,FUEL LINE,1.0,28.22, DAMAGE TYPE  DIESEL LEAK  CAUSE  CHECK FUEL LOSS. THE PIPE FROM THE FILTER TO THE INJECTION PUMP IS BROKEN.  CORRECTION  REPLACEMENT OF FUEL PIPE ATTACHED TO BILL N.27109 OF 06/12/2023,{},N/A,N/A,N/A,N/A,N/A,N/A
" TIPO DANNO SPIA FRENO DI STAZIONAMENTO  CAUSA Anomalia freno di stazionamento, spia EPB non rimane accesa con freno di stazionamento inserito e conseguente mancato funzionamento presa di forza.  CORREZIONE guasto al freno di stazionamento, abbiamo eseguito nuovamente la regolazione delle ganasce freno di stazionamento e la calibrazione con UDT come da KA000004440 e KA000004435, abbiamo azzerato i guasti e verificato il corretto funzionamento del freno di stazionamen to THD 105949767",SHOES,INCORRECT ADJUSTMENT,KIT,0.0,17.6," DAMAGE TYPE  PARKING BRAKE LIGHT  CAUSE  Parking brake fault, EPB warning light does not stay on with parking brake engaged and consequently PTO failure.  CORRECTION  parking brake fault, we have re-adjusted the parking brake shoes and calibrated with UDT as per KA000004440 and KA000004435, we have reset the faults and verified the correct functioning of the brake parking THD 105949767",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL DIVERSE FEHLMELDUNGEN IM CLUSTER  GRUND FEHLER CLUSTER,BREMSEN ;EPB  KORRECTUR GEFUEHRTES VERFAHREN",INDICATORS INSTRUMENT,DEFECT,KIT,0.0,128.7," REKL  VARIOUS ERROR MESSAGES IN THE CLUSTER   REASON ERROR CLUSTER, BRAKES ;EPB   CORRECTION  GUIDED PROCEDURE",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL ANH; STECKDOSE KEIN STROMDURCHGANG  GRUND STEUERGER T OXIDIERT, KORRODIERT  KORRECTUR ANH STEUERGER T ERNEUERN UND PER TELESERVICE PROGRAMMIEREN, 1 COIN",ECU 13-PIN SOCKET TRAILER,CORROSION/OXIDATION/PITS,ELECTR. CONTR. UNIT,2.0,407.52," REKL  ANH; SOCKET NO CONTINUITY  REASON  CONTROL UNIT OXIDIZED, CORRODED   CORRECTION RENEW CONTROL UNIT AND PROGRAM USING TELESERVICE, 1 COIN",{},N/A,N/A,N/A,N/A,N/A,N/A
"TIPO DANNO Il cliente lamenta che la porta scorrevole non resta agganciata CAUSA Cattiva regolazione posizionamento CORREZIONE Controllo difetto, allentato punti fissaggio porta e sistemato 
guarnizione tenuta e punti di fissaggio e scorrimento
Eseguito regolazione di base",SLIDING DOOR RUNNERS,MISALIGNED,DOOR LOCK,1.0,155.153153,"DAMAGE TYPE  The customer complains that the sliding door does not stay engaged  CAUSE Bad positioning adjustment  CORRECTION  Check defect, loosened door fixing points and fixed 
sealing gasket and fixing and sliding points
Performed basic adjustment",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA Niewlascie polakierowana maska pojazdu - pecherz na rancie maski  CPRZ Niewlascie polakierowana maska pojazdu - pecherz na rancie maski  KORECTA Naprawa lakiernicza maski pojazdu,HOOD ASSEMBLY,UNEVEN PAINT,HOOD,1.0,104.362417, COMPLAINT  Incorrectly painted vehicle hood - blister on the edge of the hood   CPRZ Incorrectly painted vehicle hood - blister on edge of the mask  CORRECTION  Paint repair of the vehicle's hood,{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Zeitweise Meldung niedriger Öldruck GRUND einer der Sensoren defekt KORRECTUR Nach telefonischer Rücksprache THD beide Sensoren ersetzt,ENG.OIL PRESSURE SWITCH,DEFECT,PRESSURE SWITCH,2.0,249.72072,"REKL  Intermittent low oil pressure message  REASON one of the sensors is defective  CORRECTION  After telephone consultation, THD replaced both sensors",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT TEMOIN MOTERU ALLUME CAUSE TUYAU DE COMMANDE DE L'EGR EST SORTI SOLUTION DEPOSER / POSER EGR INSTALLE IUN COLLIER POUR TENIR EN 
PLACE LE TUYAU REMIS LE TUYAU SERRE LE COLLIER EFFACER 
LES PANNES ESSAI",EGR VALVE,AIR LEAKS,EGR VALVE,0.0,208.653846,"INCIDENT  ENGINE LIGHT ON CAUSE  EGR CONTROL PIPE CAME OUT  SOLUTION  REMOVE / INSTALL EGR INSTALLED A COLLAR TO HOLD 
PLACE THE HOSE RETURNED THE HOSE CLAMP CLAMP CLEAR 
TEST FAILURES",{},N/A,N/A,N/A,N/A,N/A,N/A
"RECLAMO CLIENTE INDICA QUE CIRCULANDO CON EL VEHòCULO EN ALGUNA 
OCASIéN LE HA SALIDO EL TESTIGO DE AVERòA MO CAUSA MANGUITO QUEMADO POR EL TUBO DE ESCAPE SOLUCION CAMBIAR MANGUITO SENSOR NOX",PIPES,BREAK,HOSE,6.0,110.57,"CLAIM  CUSTOMER INDICATES THAT DRIVING THE VEHICLE IN SOME 
OCCASIONALLY THE FAULT WARNING LIGHT CAME CAUSE  BURNED HOSE BY THE EXHAUST PIPE  SOLUTION CHANGE NOX SENSOR HOSE",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Rear door's have cracks under the hinges. CAUSE Rear door's have cracks under the hinges, because the rear doors are 
defective and needs to be replaced. CORRECTION Repl. defective rear door's",REAR VAN DOORS,DEFECT,DOOR REAR,4.0,1490.13,"COMPLAINT Rear door's have cracks under the hinges. CAUSE Rear door's have cracks under the hinges, because the rear doors are 
defective and needs to be replaced. CORRECTION Repl. defective rear door's",{},N/A,N/A,N/A,N/A,N/A,N/A
TIPO DANNO Perdita olio martinetto CAUSA Rilevata perdita di olio dal martinetto causa difettositì CORREZIONE sostituzione martinetto,JACK,DEFECT,JACK,1.0,140.95,DAMAGE TYPE  Jack oil leak CAUSE  Oil leak detected from the jack due to faulty  CORRECTION replacement jack,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Feststellbremse löst nicht mehr. Fahrt mit Servicewagen nach 
Münchweiler. GRUND Handbremsmotor mit externer Stromversorgung lösen.
Handbremse links löst immer noch nicht. Räder und Nabe 
demontieren, am Ankerblech ist die Bremsbackenaufnahme und 
der ABS Sensor abgerissen. Handbremse vor Ort demontieren und 
Nabe und Räder wieder Montieren.
Fahrzeug nach Kallnach nehmen und reparieren. KORRECTUR Handbremse Komplet mit Bremsschild und Bremsscheibe ersetzen. 
ABS Sensor, Halter ersetzen und die abgebrochene Schraube 
ausbohren und Scheissen. Neuen ABS-Ring und Simmerring 
montieren, alles zusammenbauen und die Handbremse einstellen.
Kurze Probefahrt alles io.

",SHOES,BREAK,KIT,5.0,1471.063065,"REKL  Parking brake no longer releases. Travel by service car 
Munchweiler. REASON  Release the handbrake motor with an external power supply.
The left handbrake still doesn't release. Wheels and hub 
Dismantle, the brake shoe holder is on the anchor plate and 
the ABS sensor tore off. Dismantle the handbrake on site and 
Reassemble the hub and wheels.
Take the vehicle to Kallnach and repair it. CORRECTION  Replace handbrake complete with brake shield and brake disc. 
Replace ABS sensor, holder and the broken screw 
drilling and shitting. New ABS ring and oil seal 
assemble, assemble everything and adjust the handbrake.
Short test drive, everything ok.",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA WIDOCZNE WYCIEKI OLEJU W KOMORZE SILNIKA  CPRZ WYCIEK OLEJU ZE ZDEFORMOWANEGO O-RINGU OBUDOWY POMPY WTRYSKOWEJ  KORECTA WYMIANA O-RINGU , MYCIE SILNIKA PO WYCIEKU.",PUMP DRIVE GASKET,DEFORMED,O-RING,1.0,121.042106," COMPLAINT  VISIBLE OIL LEAKS IN THE ENGINE COMPARTMENT   CPRZ OIL LEAKAGE FROM THE DEFORMED O-RING OF THE INJECTION PUMP HOUSING  CORRECTION  REPLACING THE O-RING, WASHING THE ENGINE AFTER A LEAK.",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT CLIENT : PACK GO LOGISTICS - POLAND INTERVENTION SUR 
PARKING BRICOMAN DE CHALON/SAONE. CAUSE - PANNE ROULEMENT DE ROUE AVANT DROIT - RUPTURE / 
CASSE DU ROULEMENT DE ROUE AVEC DãGRADATION 
IMPORTANTE SUR L'ESSIEU COTE DROI T. SOLUTION DOSSIER ANS 8001858031CLIENT : PACK GO LOGISTICS - 
POLANDINTERVENTION SUR PARKING BRICOMAN DE 
CHALON/SAONE. - PANNE ROULEMENT DE ROU E AVANT 
DROIT - RUPTURE / CASSE DU ROULEMENT DE ROUE AVEC 
DãGRADATION IMPORTANTE SUR L'ESSIEU COTE DROIT. - 
REMPLACEMENT MOYEU DE ROUE - REMPLACEMENT DU 
ROULEMENT DE ROUE.",FRT AXLE WHEEL HUBS,BREAK,FRONT WHEEL HUB,7.0,894.45,"INCIDENT  CUSTOMER: PACK GO LOGISTICS - POLAND INTERVENTION ON 
BRICOMAN PARKING IN CHALON/SAONE. CAUSE  - RIGHT FRONT WHEEL BEARING FAILURE - BREAKAGE / 
WHEEL BEARING BROKENNESS WITH DAMAGE 
IMPORTANT ON THE RIGHT SIDE AXLE T. SOLUTION  FILE ANS 8001858031 CUSTOMER: PACK GO LOGISTICS - 
POLANDINTERVENTION IN BRICOMAN PARKING OF 
CHALON/SAONE. - FRONT WHEEL BEARING FAILURE 
RIGHT - RUPTURE/BREAKAGE OF WHEEL BEARING WITH 
MAJOR DAMAGE ON THE RIGHT SIDE AXLE. - 
WHEEL HUB REPLACEMENT - REPLACEMENT OF 
WHEEL BEARING.",{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO numeri su pomello non si vedono  CAUSA rottura tastierino numerico rotto  CORREZIONE sostituzione pomello cambio,GEAR LEVER KNOB,BREAK,LEVER KNOB,1.0,52.15, DAMAGE TYPE  numbers on the knob are not visible   CAUSE broken numeric keypad broken   CORRECTION  gear knob replacement,{},N/A,N/A,N/A,N/A,N/A,N/A
 REKL 107585608  GRUND CAUSEDESCR  KORRECTUR CORRECTIONDESCR,2-3 SP.SYNCHRO ASSY,DEFECT,EXCHG.G.BOX JAWLA,1.0,1184.5, REKL 107585608  GRUND CAUSEDESCR  KORRECTUR CORRECTIONDESCR,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL FEHLERMELDUNG AHK GRUND KONTAKTSCHALTER ANHAENGERSTECKDOSE DEFEKT
ALM AKTUALISIEREN KORRECTUR ANHAENGERSTECKDOSE ERNEUERN
ALM AKTUALISIEREN",MULTI-CONDUCTOR PLUG,DEFECT,WIRE/CABLE,1.0,188.23,"REKL  ERROR MESSAGE AHK  REASON CONTACT SWITCH TRAILER SOCKET DEFECTIVE
ALM UPDATE CORRECTION  REPLACE TRAILER SOCKET
ALM UPDATE",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL MOTORSTOERUNG MIT LEISTUNGSREDUZIERUNG GRUND SOFTWARE STEUERGEÄT EDC KORRECTUR FEHLERSUCHE / GEFUEHRTE VERFAHREN / PROBEFAHRT MIT 
AUFZEICHNUNG
SOFTWARE-AKTUALISIERUNG",ENGINE DRIVE CONTR.UNIT,"CONTROL,VERIFICATION",ELECTR. CONTR. UNIT,0.0,285.6,"REKL  ENGINE FAULT WITH POWER REDUCTION  REASON SOFTWARE CONTROL UNIT EDC  CORRECTION  TROUBLESHOOTING / GUIDED PROCEDURES / TEST DRIVE 
RECORDING
SOFTWARE UPDATE",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA BRAK MOZLIWOðCI WBICIA 6 BIEGU CPRZ UKRECONA PLYTA SYNCHRONIZATORA 6-GOP BIEGU NA 
MOCOWANIU DO ZEBATKI 6-GO BIEGU KORECTA DEM/MON SKRZYNI BIEGOW, NAPRAWA",5-6 SP.SYNCHRO ASSY,BREAK,KIT-SYNCHRONIZER,13.0,1222.696841,"COMPLAINT  NO POSSIBILITY TO ACTIVATE 6TH GEAR  CPRZ BROKEN 6-GOP SYNCHRONIZER PLATE 
MOUNTING TO THE 6TH GEAR SPROCKET CORRECTION  DEM/MON GEARBOX, REPAIR",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA SYCZENIE PRZY DODAWANIU GAZU  CPRZ NIESZCZELNA RURA POMIEDZY INTERCOOLEREM A TURBOSPREZARKA, POPEKANA  KORECTA WYMIANA RURY INTERCOLLERA",SLEEVES,CAGE COLLAPSE,RUBBER SLEEVE,1.0,130.204211," COMPLAINT  HISSING WHEN ADDING GAS   CPRZ LEAKING PIPE BETWEEN THE INTERCOOLER AND TURBOCHARGER, CRACKED   CORRECTION  INTERCOLLER PIPE REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA WYCIEK Z POMPY CR CPRZ DEFORMACJA WEWNETRZNYCH USZCZELNIEç POMPY 
WTRYSKOWEJ KORECTA WYMIANA POMPY WYSOKIEGO CISNIENIA",INJECTION PUMP ASSY,DEFORMED,EXG. HIGHT PR. PUMP,2.0,683.145263,"COMPLAINT  CR PUMP LEAK  CPRZ DEFORMATION OF THE PUMP'S INTERNAL SEALS 
INJECTION CORRECTION  REPLACEMENT OF THE HIGH PRESSURE PUMP",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT kan ikke regulere sædet CAUSE knop til sæderegulering er knækket af CORRECTION sæderegulering udsk,ADJUSTING DEVICE,BREAK,KIT-SEATS,1.0,96.16622,COMPLAIN  cannot adjust the seat CAUSE  knob for seat adjustment is broken off  CORRECTION seat adjustment ext,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO TUBO ASPIRAZIONE ROTTO  CAUSA ROTTURA TUBO ASPIRAZIONE  CORREZIONE SOST TUBO ASPIRAZIONE,AIR CLEANER DUCTS,BREAK,SUCTION LINE,1.0,57.3, DAMAGE TYPE  BROKEN SUCTION HOSE  CAUSE  SUCTION HOSE BROKEN   CORRECTION REPLACE INTAKE HOSE,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL NOTRUF DURCH ICC DOSSIER 8001731810 GRUND KUNDENDIENSTWAGEN NACH KOBLENZ KEMPERHOF 147KM X 1,05¤ INK. 
FAHRT ZUR ET BESCHAFFUNG KORRECTUR UNTERWEGSHILFE",ANS 24 HOURS,MISCELLANEOUS,HOSE,0.0,509.55,"REKL  EMERGENCY CALL THROUGH ICC DOSSIER 8001731810  REASON CUSTOMER SERVICE CAR TO KOBLENZ KEMPERHOF 147KM X ¤1.05 INC. 
TRIP TO ET PROCUREMENT CORRECTION  ON THE GO HELP",{},N/A,N/A,N/A,N/A,N/A,N/A
