DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cleaned_DealerComment,Classification
******************************COMPLAINT******************************* hluk od PN ********************************CAUSE********************************* kontrola podvozku - vadné LP ložiska ******************************CORRECTION****************************** výměna,FRT AXLE WHEEL HUBS,DEFECT,WHEEL HUB SET,1.0,147.03,******************************COMPLAIN******************** ************ noise from PN **********************************CAUSE** ****************************** chassis check - defective LP bearings ************** ******************CORRECTION************************************ exchange,COMPLAIN noise from PN CAUSE chassis check - defective LP bearings CORRECTION exchange,"{'Type of Failure': 0.16901789605617523, 'Cause of Failure: Material Issue': 0.14993543922901154, 'Defective Component': 0.14009423553943634, 'Cause of Failure: Design Flaw': 0.1325783133506775, 'Defective Part': 0.13047556579113007, 'Number of Parts Replaced': 0.11766601353883743, 'Cause of Failure: Human Error': 0.10248257964849472, 'Total Cost Incurred': 0.05774987116456032}"
"******************************COMPLAINT******************************* Svítí kontrolka SCR. ********************************CAUSE********************************* Proběhl test řídící jednotek, kontrola el. instalace a diagnostika - 
zjištěn vadný snímač NOX. ******************************CORRECTION****************************** Provedena výměna vadného snímače před katalyzátorem a následná 
diagnostika po opravě + vymazání paměti poruch řídící jednotky.",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,262.06,"******************************COMPLAIN******************** ************ The SCR light is on. **********************************CAUSE**************** **************** A test of the control units took place, an electrical check. installation and diagnostics - 
defective NOX sensor detected. ****************************** CORRECTION******************** *********** Replaced the defective sensor before the catalyst and after 
diagnostics after repair + deletion of control unit fault memory.","COMPLAIN The SCR light is on. CAUSE A test of the control units took place, an electrical check. installation and diagnostics - defective NOX sensor detected. CORRECTION Replaced the defective sensor before the catalyst and after diagnostics after repair + deletion of control unit fault memory.","{'Type of Failure': 0.2418563961982727, 'Defective Part': 0.1959187090396881, 'Defective Component': 0.16530047357082367, 'Number of Parts Replaced': 0.09942266345024109, 'Cause of Failure: Design Flaw': 0.08536962419748306, 'Cause of Failure: Human Error': 0.080023854970932, 'Total Cost Incurred': 0.0718846246600151, 'Cause of Failure: Material Issue': 0.06022363156080246}"
"******************************SKARGA********************************** drgania pokrywy silnika wytarte korki i wykrecone plastikowe koli mocujace ********************************CPRZ********************************** deformacja od temperatury i wytarcie korkow pokrywy silnika od drgan 
skutek slyszalne stuki i wykrec ******************************KORECTA********************************* wymiana i uzupelnienie ko·kÊw",ROCKER TOP COVER,WEAR,RUBBER PLUG,5.0,17.733782,"******************************COMPLAINT************************************ vibrations of the engine cover worn plugs and unscrewed plastic mounting bolts *********************************CPRZ*************************************** deformation from temperature and wear of the engine cover plugs from vibrations 
result audible knocking and unscrew ********************************* CORRECTION************************************ replacement and refilling of the plugs",COMPLAINT vibrations of the engine cover worn plugs and unscrewed plastic mounting bolts CPRZ deformation from temperature and wear of the engine cover plugs from vibrations result audible knocking and unscrew CORRECTION replacement and refilling of the plugs,"{'Number of Parts Replaced': 0.20155395567417145, 'Defective Component': 0.14518162608146667, 'Cause of Failure: Material Issue': 0.13455837965011597, 'Type of Failure': 0.1302603930234909, 'Defective Part': 0.12615862488746643, 'Cause of Failure: Human Error': 0.11826352775096893, 'Cause of Failure: Design Flaw': 0.11207510530948639, 'Total Cost Incurred': 0.03194836154580116}"
* ******************************REKL************************************ Kennz.-leuchte ohne funktion * ********************************GRUND******************************** tÜrkontakt defekt * ******************************KORRECTUR******************************* tÜrkontakt erneuern,REAR DOOR CONNECTION,DEFECTIVE CONTACTS,SLIDING CONTACT,2.0,166.28,* ******************************RECL************************************ Identification light not working * ********************************REASON******************************** Door contact defective * ******************************CORRECTION******************************* Replace door contact,RECL Identification light not working REASON Door contact defective CORRECTION Replace door contact,"{'Type of Failure': 0.2214621603488922, 'Cause of Failure: Human Error': 0.15141235291957855, 'Defective Component': 0.13794901967048645, 'Defective Part': 0.13108110427856445, 'Cause of Failure: Material Issue': 0.12408852577209473, 'Cause of Failure: Design Flaw': 0.1006772443652153, 'Number of Parts Replaced': 0.08286905288696289, 'Total Cost Incurred': 0.05046055465936661}"
"******************************COMPLAINT******************************* Hluk od přední nápravy ********************************CAUSE********************************* Kontrola přední nápravy - zjištěna příliš velká vůle ložisek přední 
nápravy ******************************CORRECTION****************************** Provedena výměna vadných dílů",BEARINGS,TOO LOOSE/FLEXIBLE,WHEEL BEARINGS,6.0,452.96,"******************************COMPLAIN******************** ************ Noise from the front axle **********************************CAUSE* ********************************* Inspection of the front axle - excessive clearance of the front bearings was detected 
corrections **********************************CORRECTION******************** ************ Replaced defective parts",COMPLAIN Noise from the front axle CAUSE Inspection of the front axle - excessive clearance of the front bearings was detected corrections CORRECTION Replaced defective parts,"{'Number of Parts Replaced': 0.1895323544740677, 'Defective Part': 0.15923960506916046, 'Type of Failure': 0.136419877409935, 'Defective Component': 0.12133079767227173, 'Cause of Failure: Material Issue': 0.11849518120288849, 'Cause of Failure: Design Flaw': 0.11048804968595505, 'Cause of Failure: Human Error': 0.09522897750139236, 'Total Cost Incurred': 0.06926514208316803}"
* ******************************INCIDENT******************************** ACRO DEMENAGEMENT. VOYANT MOTEUR. * ********************************CAUSE********************************* COURT-CIRCUIT CAPTEUR NOX AVAL * ******************************SOLUTION******************************** CTRL ET EFFAC DES DEFAUTS. CTRL CIRCUIT ELECTRIQUE ET CAPTEUR. REMPLACEMENT CAPTEUR NOX AVAL. ESSAI.,NOX DETECTION SENSOR,SHORT CIRCUIT,SENSOR,2.0,242.89,* ******************************INCIDENT******************************** ACRO MOVE. ENGINE WARNING LIGHT. * **********************************CAUSE*********************************** SHORT CIRCUIT DOWNSTREAM NOX SENSOR * ******************************SOLUTION******************************** CHECK AND CLEAR FAULTS. CHECK ELECTRICAL CIRCUIT AND SENSOR. REPLACE DOWNSTREAM NOX SENSOR. TEST.,INCIDENT ACRO MOVE. ENGINE WARNING LIGHT. CAUSE SHORT CIRCUIT DOWNSTREAM NOX SENSOR SOLUTION CHECK AND CLEAR FAULTS. CHECK ELECTRICAL CIRCUIT AND SENSOR. REPLACE DOWNSTREAM NOX SENSOR. TEST.,"{'Type of Failure': 0.22319582104682922, 'Defective Part': 0.21293936669826508, 'Defective Component': 0.17217682301998138, 'Cause of Failure: Design Flaw': 0.11939987540245056, 'Number of Parts Replaced': 0.10517274588346481, 'Cause of Failure: Human Error': 0.09423457086086273, 'Cause of Failure: Material Issue': 0.046246595680713654, 'Total Cost Incurred': 0.026634234935045242}"
"******************************RECLAMO******************************* REVISAR FALLO DE MOTOR, DA TIRONES ********************************CAUSA********************************* REVISAR FALLO CON UDT, VERIFICAR INSTALACIÓN ELECTRICA DE 
MOTOR Y BOBINAS. ******************************SOLUCION****************************** BOBINAS DE CILINDROS 1 Y 3 RAJADAS. 
SUSTITUIR BOBINAS.",IGNITION COIL,DEFECTIVE CONTACTS,IGNITION COIL,2.0,336.73,"******************************COMPLAINT********************************* CHECK ENGINE FAILURE, IT JERKS ********************************CAUSE********************************* CHECK FAILURE WITH UDT, VERIFY ELECTRICAL INSTALLATION OF 
ENGINE AND COILS. *******************************SOLUTION****************************** CYLINDER 1 AND 3 COILS CRACKED. 
REPLACE COILS.","COMPLAINT CHECK ENGINE FAILURE, IT JERKS CAUSE CHECK FAILURE WITH UDT, VERIFY ELECTRICAL INSTALLATION OF ENGINE AND COILS. SOLUTION CYLINDER 1 AND 3 COILS CRACKED. REPLACE COILS.","{'Number of Parts Replaced': 0.19728271663188934, 'Defective Part': 0.19055256247520447, 'Type of Failure': 0.18036668002605438, 'Cause of Failure: Human Error': 0.14485488831996918, 'Defective Component': 0.13511775434017181, 'Cause of Failure: Material Issue': 0.07139697670936584, 'Cause of Failure: Design Flaw': 0.06440321356058121, 'Total Cost Incurred': 0.016025152057409286}"
"******************************COMPLAINT******************************* Shaking mirrors while driving ********************************CAUSE********************************* New vehicle, no sign of damage, trembling mirrors as a result of a 
mechanical internal defect. See attached video ******************************CORRECTION****************************** replacing 2 cab rearview mirrors",CAB REARVIEW MIRROR,DEFECT,REAR MIRROR LEFT,2.0,272.46,"******************************COMPLAINT******************************* Shaking mirrors while driving ********************************CAUSE********************************* New vehicle, no sign of damage, trembling mirrors as a result of a 
mechanical internal defect. See attached video ******************************CORRECTION****************************** replacing 2 cab rearview mirrors","COMPLAINT Shaking mirrors while driving CAUSE New vehicle, no sign of damage, trembling mirrors as a result of a mechanical internal defect. See attached video CORRECTION replacing 2 cab rearview mirrors","{'Type of Failure': 0.168328657746315, 'Number of Parts Replaced': 0.15887314081192017, 'Defective Component': 0.1333533078432083, 'Cause of Failure: Design Flaw': 0.12499143183231354, 'Defective Part': 0.12485937774181366, 'Cause of Failure: Human Error': 0.11195642501115799, 'Cause of Failure: Material Issue': 0.10165426135063171, 'Total Cost Incurred': 0.07598337531089783}"
******************************REKL************************************ Handbremshub ungenügend ********************************GRUND********************************* Handbremsseil hinten rechts war gerissen ******************************KORRECTUR******************************* Austausch Handbremsseil hinten rechts,REAR CABLE,CRACKED,HAND BRAKE CABLE,2.0,54.42,******************************RECL************************************ Handbrake stroke insufficient ********************************REASON********************************* Handbrake cable rear right was torn ******************************CORRECTION******************************* Replacement handbrake cable rear right,RECL Handbrake stroke insufficient REASON Handbrake cable rear right was torn CORRECTION Replacement handbrake cable rear right,"{'Cause of Failure: Material Issue': 0.15260477364063263, 'Defective Component': 0.1418645679950714, 'Number of Parts Replaced': 0.13994836807250977, 'Cause of Failure: Design Flaw': 0.13951462507247925, 'Type of Failure': 0.12788736820220947, 'Defective Part': 0.12578420341014862, 'Cause of Failure: Human Error': 0.1187203899025917, 'Total Cost Incurred': 0.05367568880319595}"
"******************************COMPLAINT******************************* AdBlue warning. ********************************CAUSE********************************* Short circuit in the heater at AdBlue pipe. ******************************CORRECTION****************************** Investigated reported fault. Carried out a diagnostic check - found faults for 
the AdBlue system. Checked wiring and plug connector - OK. Replaced 
AdBlue delivery pipe. Cleared faults, tested the system - OK.",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,173.813953,"******************************COMPLAINT******************************* AdBlue warning. ********************************CAUSE********************************* Short circuit in the heater at AdBlue pipe. ******************************CORRECTION****************************** Investigated reported fault. Carried out a diagnostic check - found faults for 
the AdBlue system. Checked wiring and plug connector - OK. Replaced 
AdBlue delivery pipe. Cleared faults, tested the system - OK.","COMPLAINT AdBlue warning. CAUSE Short circuit in the heater at AdBlue pipe. CORRECTION Investigated reported fault. Carried out a diagnostic check - found faults for the AdBlue system. Checked wiring and plug connector - OK. Replaced AdBlue delivery pipe. Cleared faults, tested the system - OK.","{'Type of Failure': 0.22398361563682556, 'Number of Parts Replaced': 0.17602846026420593, 'Defective Component': 0.15507875382900238, 'Defective Part': 0.15216875076293945, 'Cause of Failure: Design Flaw': 0.09815088659524918, 'Cause of Failure: Human Error': 0.0951487123966217, 'Cause of Failure: Material Issue': 0.0725465938448906, 'Total Cost Incurred': 0.02689419314265251}"
"******************************RECLAMO******************************* RUIDO EN RUEDA TRASERA DERECHA ********************************CAUSA********************************* ROTURA PINZA DE FRENO ******************************SOLUCION****************************** PINZA DE FRENO GRIPADA SUSTITUCIéN DE LA PINZA Y 
SUSTITUCIéN DE LAS PASTILLAS DEL EJE TRASERO PURGADO DE 
LA PINZA Y TENSAR EL FREN O DE MANO",BRAKE CALIPER,BREAK,BRAKE SADDLE,3.0,409.23,"******************************COMPLAINT********************************* NOISE IN RIGHT REAR WHEEL ********************************CAUSE********************************* BRAKE CALIPER BROKEN ******************************SOLUTION****************************** BRAKE CALIPER SEIZED REPLACEMENT OF THE CALIPER AND 
REPLACEMENT OF THE REAR AXLE PADS BLEEDING THE CALIPER 
AND TENSION THE HAND BRAKE",COMPLAINT NOISE IN RIGHT REAR WHEEL CAUSE BRAKE CALIPER BROKEN SOLUTION BRAKE CALIPER SEIZED REPLACEMENT OF THE CALIPER AND REPLACEMENT OF THE REAR AXLE PADS BLEEDING THE CALIPER AND TENSION THE HAND BRAKE,"{'Type of Failure': 0.2065628319978714, 'Defective Part': 0.1833270639181137, 'Defective Component': 0.18025116622447968, 'Cause of Failure: Material Issue': 0.11262404918670654, 'Cause of Failure: Design Flaw': 0.10812702775001526, 'Number of Parts Replaced': 0.10160316526889801, 'Cause of Failure: Human Error': 0.09095325320959091, 'Total Cost Incurred': 0.01655142568051815}"
"******************************SKARGA********************************** ŚWIECI INFORMACJA SPRAWDZ SILNIK, KONTROLKA ADBLUE ********************************CPRZ********************************** ELEKTRYCZNE, WEWNERTZNE USZKODZENIE CZUJNIKA NOX 
ZA SCR ******************************KORECTA********************************* WYMIANA CZUJNIKA NOX",NOX DETECTION SENSOR,DEFECT,SENSOR,1.0,217.593684,"******************************COMPLAINT*************************************** INFORMATION IS ON CHECK ENGINE, ADBLUE WARNING *********************************CPRZ************************************ ELECTRICAL, INTERNAL NOX SENSOR DAMAGE 
BEHIND SCR ****************************** CORRECTION********************************* REPLACEMENT OF NOX SENSOR","COMPLAINT INFORMATION IS ON CHECK ENGINE, ADBLUE WARNING CPRZ ELECTRICAL, INTERNAL NOX SENSOR DAMAGE BEHIND SCR CORRECTION REPLACEMENT OF NOX SENSOR","{'Type of Failure': 0.2029077559709549, 'Defective Part': 0.1643342822790146, 'Defective Component': 0.14466673135757446, 'Cause of Failure: Design Flaw': 0.1295994222164154, 'Cause of Failure: Material Issue': 0.12610509991645813, 'Number of Parts Replaced': 0.12170674651861191, 'Cause of Failure: Human Error': 0.08121968805789948, 'Total Cost Incurred': 0.0294602382928133}"
******************************SKARGA********************************** WYCIEK PALIWA Z UK ADU PALIWOWEGO ********************************CPRZ********************************** b·ad pod·aczenia przewodu paliwowego ******************************KORECTA********************************* wymiana przewodu paliwa,PUMP TO FILTER PIPE,DEFORMED,FUEL LINE,1.0,54.865263,******************************COMPLAINT************************************ FUEL LEAKAGE FROM THE FUEL SYSTEM *********************************CPRZ*************************************** fuel line connection error *********************************CORRECTION********************************* replacement of fuel line,COMPLAINT FUEL LEAKAGE FROM THE FUEL SYSTEM CPRZ fuel line connection error CORRECTION replacement of fuel line,"{'Type of Failure': 0.17607173323631287, 'Cause of Failure: Material Issue': 0.15883800387382507, 'Defective Part': 0.14491838216781616, 'Defective Component': 0.14058156311511993, 'Cause of Failure: Human Error': 0.12198401987552643, 'Cause of Failure: Design Flaw': 0.11309172958135605, 'Number of Parts Replaced': 0.11183016002178192, 'Total Cost Incurred': 0.03268441557884216}"
"******************************COMPLAINT******************************* WIRING HANGING DOWN BY PEDALS ********************************CAUSE********************************* CAB WIRING INSECURE ******************************CORRECTION****************************** REMOVE LOWER DASH TRIMS FOR ACCESS, CORRECTLY ROUTE 
AND SECURE CAB WIRING
ECONOMY FOR SECURE WIRING",CAB LOOM,LOOSE RETAINER,DASHBOARD WIRING,0.0,91.83908,"******************************COMPLAINT******************************* WIRING HANGING DOWN BY PEDALS ********************************CAUSE********************************* CAB WIRING INSECURE ******************************CORRECTION****************************** REMOVE LOWER DASH TRIMS FOR ACCESS, CORRECTLY ROUTE 
AND SECURE CAB WIRING
ECONOMY FOR SECURE WIRING","COMPLAINT WIRING HANGING DOWN BY PEDALS CAUSE CAB WIRING INSECURE CORRECTION REMOVE LOWER DASH TRIMS FOR ACCESS, CORRECTLY ROUTE AND SECURE CAB WIRING ECONOMY FOR SECURE WIRING","{'Cause of Failure: Material Issue': 0.18019406497478485, 'Type of Failure': 0.17523351311683655, 'Cause of Failure: Human Error': 0.14972937107086182, 'Cause of Failure: Design Flaw': 0.1497160941362381, 'Defective Component': 0.12177547067403793, 'Defective Part': 0.12076770514249802, 'Number of Parts Replaced': 0.06701888889074326, 'Total Cost Incurred': 0.03556489944458008}"
"******************************COMPLAINT******************************* ENGINE NOISE ********************************CAUSE********************************* BAD CONTACT TO N02, CAUSING DIESEL KNOCK ******************************CORRECTION****************************** CHECK VIA UDT FAULT, ,REPAIR DRY JIONT ON INJECTOR WIRING 
HARNESS, NO REPAIR CODE- USED EXTAR LABOUR",ENG.CONTR.UNIT CABLES,DEFECTIVE CONTACTS,MOTOR HARNESS,0.0,57.997691,"******************************COMPLAINT******************************* ENGINE NOISE ********************************CAUSE********************************* BAD CONTACT TO N02, CAUSING DIESEL KNOCK ******************************CORRECTION****************************** CHECK VIA UDT FAULT, ,REPAIR DRY JIONT ON INJECTOR WIRING 
HARNESS, NO REPAIR CODE- USED EXTAR LABOUR","COMPLAINT ENGINE NOISE CAUSE BAD CONTACT TO N02, CAUSING DIESEL KNOCK CORRECTION CHECK VIA UDT FAULT, ,REPAIR DRY JIONT ON INJECTOR WIRING HARNESS, NO REPAIR CODE- USED EXTAR LABOUR","{'Defective Part': 0.18764904141426086, 'Type of Failure': 0.1748606115579605, 'Cause of Failure: Material Issue': 0.15632155537605286, 'Defective Component': 0.1508159041404724, 'Cause of Failure: Design Flaw': 0.12994493544101715, 'Cause of Failure: Human Error': 0.09692800790071487, 'Number of Parts Replaced': 0.07356396317481995, 'Total Cost Incurred': 0.029915938153862953}"
"******************************SKARGA********************************** SZUMY DUDNIENIA W PRZEDNICH KOŁACH ********************************CPRZ********************************** LUZ NA ŁOŻYSKACH PIAST PRZEDNICH KÓŁ ******************************KORECTA********************************* WYMIANA ŁOŻYSK PIAST PRZEDNICH KÓŁ
PODCZAS WYMIANY ŁOŻYSK ZAUWAŻONO PRZYTARTY CZUJNIK 
ABS PRZEDNIEGO LEWEGO KOŁA SPOWODOWANE LUZEM NA 
ŁOŻYSKU - WYMIANA CZUJNIKA ABS",BEARINGS,TOO LOOSE/FLEXIBLE,WHEEL BEARINGS,10.0,400.713645,"*********************************COMPLAINT************************************ NOISE RUMBLING IN FRONT WHEELS *********************************CPRZ************************************** PLAY IN FRONT WHEEL HUB BEARINGS ********************************* CORRECTION************************************ REPLACEMENT OF FRONT WHEEL HUB BEARINGS
DURING BEARING REPLACEMENT, A RUBBED SENSOR WAS NOTICED 
FRONT LEFT WHEEL ABS CAUSED BY PLAY IN
BEARING - ABS SENSOR REPLACEMENT","COMPLAINT NOISE RUMBLING IN FRONT WHEELS CPRZ PLAY IN FRONT WHEEL HUB BEARINGS CORRECTION REPLACEMENT OF FRONT WHEEL HUB BEARINGS DURING BEARING REPLACEMENT, A RUBBED SENSOR WAS NOTICED FRONT LEFT WHEEL ABS CAUSED BY PLAY IN BEARING - ABS SENSOR REPLACEMENT","{'Type of Failure': 0.1813185065984726, 'Cause of Failure: Design Flaw': 0.1594732254743576, 'Defective Component': 0.13762125372886658, 'Defective Part': 0.12798774242401123, 'Cause of Failure: Material Issue': 0.12663497030735016, 'Number of Parts Replaced': 0.12462254613637924, 'Cause of Failure: Human Error': 0.1212821677327156, 'Total Cost Incurred': 0.021059617400169373}"
* ******************************SKARGA********************************** Gwizdy podczas przyspieszania. * ********************************CPRZ********************************** Samoczynne pekniecie od wstrzasow rury dolotowej za filtrem powietrza. * ******************************KORECTA********************************* Wymiana rury dolotowej za filtrem powietrza,AIR CLEANER DUCTS,CRACKED,FILTER HOSE,1.0,65.391499,* ******************************COMPLAINT************************************ Whistling during acceleration. * *********************************CPRZ************************************ Spontaneous crack from shocks of the intake pipe behind the air filter. * ********************************* CORRECTION********************************* Replacement of the intake pipe behind the air filter,COMPLAINT Whistling during acceleration. CPRZ Spontaneous crack from shocks of the intake pipe behind the air filter. CORRECTION Replacement of the intake pipe behind the air filter,"{'Type of Failure': 0.1701841652393341, 'Defective Component': 0.1509392410516739, 'Defective Part': 0.1449672430753708, 'Cause of Failure: Material Issue': 0.1309918314218521, 'Cause of Failure: Human Error': 0.12955445051193237, 'Number of Parts Replaced': 0.1204608678817749, 'Cause of Failure: Design Flaw': 0.11371254920959473, 'Total Cost Incurred': 0.03918963670730591}"
"******************************COMPLAINT******************************* Customer claims about coolant leak under the bus ********************************CAUSE********************************* After vehicle inspection was identified that one of coolant pipes clamp is 
cracked ******************************CORRECTION****************************** Replace it, retighten pipe - economy",WATER LINE TO HEAT EXCH.,CRACKED,INSTRUCTION,1.0,69.02,"******************************COMPLAINT******************************* Customer claims about coolant leak under the bus ********************************CAUSE********************************* After vehicle inspection was identified that one of coolant pipes clamp is 
cracked ******************************CORRECTION****************************** Replace it, retighten pipe - economy","COMPLAINT Customer claims about coolant leak under the bus CAUSE After vehicle inspection was identified that one of coolant pipes clamp is cracked CORRECTION Replace it, retighten pipe - economy","{'Type of Failure': 0.1805495172739029, 'Defective Part': 0.15499848127365112, 'Number of Parts Replaced': 0.1464783400297165, 'Defective Component': 0.14415736496448517, 'Cause of Failure: Material Issue': 0.1377590149641037, 'Cause of Failure: Human Error': 0.08249852061271667, 'Cause of Failure: Design Flaw': 0.08067208528518677, 'Total Cost Incurred': 0.07288669049739838}"
"******************************REKL************************************ MOTOR WIRD UNTER LAST HEISS. ********************************GRUND********************************* VISKOLÜFTER HAT ELEKTRISCHEN DEFEKT. ******************************KORRECTUR******************************* FEHLERSUCHE, VISKOLÜFTER ERNEUERN.",FAN,SHORT CIRCUIT,VENTILATOR CONTRO,8.0,905.28,"******************************RECL************************************ MOTOR GETS HOT UNDER LOAD. ******************REASON********************************* VISCO FAN HAS ELECTRICAL DEFECTIVE. ******************************CORRECTION****************************** TROUBLESHOOTING, REPLACE VISCO FAN.","RECL MOTOR GETS HOT UNDER LOAD. REASON VISCO FAN HAS ELECTRICAL DEFECTIVE. CORRECTION TROUBLESHOOTING, REPLACE VISCO FAN.","{'Type of Failure': 0.2589050829410553, 'Defective Part': 0.22339202463626862, 'Defective Component': 0.19246575236320496, 'Cause of Failure: Human Error': 0.09528613090515137, 'Cause of Failure: Design Flaw': 0.0886533260345459, 'Number of Parts Replaced': 0.06340118497610092, 'Cause of Failure: Material Issue': 0.05371371656656265, 'Total Cost Incurred': 0.024182798340916634}"
******************************REKL************************************ PANNENFAHRT STRASSHOF 15km ********************************GRUND********************************* PANNENFAHRT STRASSHOF 15km ******************************KORRECTUR******************************* PANNENFAHRT STRASSHOF 15km,ANS 24 HOURS,DOWNTIME,HOOD WIRING,0.0,63.0,******************************RECORD************************************ BREAKDOWN TRIP STRASSHOF 15km ********************************REASON********************************* BREAKDOWN TRIP STRASSHOF 15km ******************************CORRECTION****************************** BREAKDOWN TRIP STRASSHOF 15km,RECORD BREAKDOWN TRIP STRASSHOF 15km REASON BREAKDOWN TRIP STRASSHOF 15km CORRECTION BREAKDOWN TRIP STRASSHOF 15km,"{'Cause of Failure: Material Issue': 0.1896548569202423, 'Cause of Failure: Human Error': 0.14444725215435028, 'Cause of Failure: Design Flaw': 0.14034736156463623, 'Type of Failure': 0.13419784605503082, 'Number of Parts Replaced': 0.12930573523044586, 'Defective Component': 0.10740136355161667, 'Defective Part': 0.10216033458709717, 'Total Cost Incurred': 0.05248521268367767}"
"* ******************************REKL************************************ SCHIEBETüR OFFEN WIRD ANGEZEIGT, OBWOHL GESCHLOSSEN * ********************************GRUND******************************** SCHIEBETüRKONTAKTE SIND OXIDIERT * ******************************KORRECTUR******************************* SCHIEBETüRKONTAKTE ERSETZT",DOOR CONN. FIXED PART,DEFECTIVE CONTACTS,SLIDING CONTACT,2.0,114.93,* ******************************RECL************************************ SLIDING DOOR INDICATES OPEN EVEN THOUGH IT IS CLOSED * ********************************REASON******************************** SLIDING DOOR CONTACTS ARE OXIDIZED * ******************************CORRECTION****************************** SLIDING DOOR CONTACTS REPLACED,RECL SLIDING DOOR INDICATES OPEN EVEN THOUGH IT IS CLOSED REASON SLIDING DOOR CONTACTS ARE OXIDIZED CORRECTION SLIDING DOOR CONTACTS REPLACED,"{'Cause of Failure: Material Issue': 0.16024599969387054, 'Cause of Failure: Human Error': 0.15517930686473846, 'Cause of Failure: Design Flaw': 0.1472489833831787, 'Number of Parts Replaced': 0.13927975296974182, 'Defective Part': 0.12363073974847794, 'Type of Failure': 0.12141596525907516, 'Defective Component': 0.1151750311255455, 'Total Cost Incurred': 0.03782419115304947}"
"******************************SICAYET********************************* ekranda arıza var. ********************************NEDEN********************************* yapılan servis kontrolünde aracın radar arızası olduğu görüldü. ******************************YAPILANIS******************************* 20210907.073425.063 nolu program yüklendi arıza 
giderildi.thd no:105993682 2 coıns eklenmiştir.",ACC SENSOR,LOW OUTPUT/EFFICIENCY,SENSOR,0.0,128.947368,"*********************************TEMPERATURE********************************* there is a fault on the screen. *********************************REASON****************************** During the service check, it was observed that the vehicle had a radar fault. ******************************DOCUMENTATION******************************* 20210907.073425.063 numbered program was loaded, the fault was fixed. thd no: 105993682 2 coins were added.","TEMPERATURE there is a fault on the screen. REASON During the service check, it was observed that the vehicle had a radar fault. DOCUMENTATION 20210907.073425.063 numbered program was loaded, the fault was fixed. thd no: 105993682 2 coins were added.","{'Type of Failure': 0.17804262042045593, 'Defective Component': 0.16993658244609833, 'Defective Part': 0.14970016479492188, 'Cause of Failure: Design Flaw': 0.13401350378990173, 'Number of Parts Replaced': 0.12876150012016296, 'Cause of Failure: Material Issue': 0.12083268165588379, 'Cause of Failure: Human Error': 0.0794774740934372, 'Total Cost Incurred': 0.039235424250364304}"
"******************************REKL************************************ Motor startet nicht.
Pannenhilfe am Standort Steigerhubelstrasse 60, Bern
6 km Fahrstrecke und 15 minuten Fahrzeit hin/rückweg
 ********************************GRUND********************************* Motor startet nicht.
Pannenhilfe am Standort Steigerhubelstrasse 60, Bern
6 km Fahrstrecke und 15 minuten Fahrzeit hin/rückweg ******************************KORRECTUR******************************* Motor startet nicht.
Pannenhilfe am Standort Steigerhubelstrasse 60, Bern
6 km Fahrstrecke und 15 minuten Fahrzeit hin/rückweg",ANS 24 HOURS,MISCELLANEOUS,BATTERY,0.0,52.5,"******************************RECL************************************ Engine does not start.
Breakdown assistance at Steigerhubelstrasse 60, Bern
6 km drive and 15 minutes drive time there/back
********************************REASON********************************* Engine does not start.
Breakdown assistance at Steigerhubelstrasse 60, Bern
6 km drive and 15 minutes drive time there/back ******************************CORRECTION******************************* Engine does not start.
Breakdown assistance at Steigerhubelstrasse 60, Bern
6 km drive and 15 minutes drive time there/back","RECL Engine does not start. Breakdown assistance at Steigerhubelstrasse 60, Bern 6 km drive and 15 minutes drive time there/back REASON Engine does not start. Breakdown assistance at Steigerhubelstrasse 60, Bern 6 km drive and 15 minutes drive time there/back CORRECTION Engine does not start. Breakdown assistance at Steigerhubelstrasse 60, Bern 6 km drive and 15 minutes drive time there/back","{'Type of Failure': 0.1925276219844818, 'Cause of Failure: Material Issue': 0.19206169247627258, 'Cause of Failure: Design Flaw': 0.16021601855754852, 'Defective Component': 0.14292217791080475, 'Cause of Failure: Human Error': 0.12905408442020416, 'Defective Part': 0.10271592438220978, 'Total Cost Incurred': 0.041620977222919464, 'Number of Parts Replaced': 0.0388815701007843}"
******************************REKL************************************ FEHLERMELDUNG REIFENDRUCKSENSOR ERUIEREN ********************************GRUND********************************* REIFENDRUCKSENSOR KALIBRIER FEHLER ******************************KORRECTUR******************************* REIFENDRUCK SENSOREN KALIBRIERT,TYRE PRESSURE TRANSMITTER,DEFECTIVE CONTACTS,VALVE,0.0,25.8,******************************RECL************************************ ERROR MESSAGE TIRE PRESSURE SENSOR DETERMINE ********************************REASON********************************* TIRE PRESSURE SENSOR CALIBRATION ERROR ******************************CORRECTION****************************** TIRE PRESSURE SENSORS CALIBRATED,RECL ERROR MESSAGE TIRE PRESSURE SENSOR DETERMINE REASON TIRE PRESSURE SENSOR CALIBRATION ERROR CORRECTION TIRE PRESSURE SENSORS CALIBRATED,"{'Type of Failure': 0.21055199205875397, 'Cause of Failure: Material Issue': 0.16236403584480286, 'Cause of Failure: Design Flaw': 0.16076233983039856, 'Cause of Failure: Human Error': 0.13982819020748138, 'Defective Component': 0.10835552215576172, 'Defective Part': 0.09677127003669739, 'Number of Parts Replaced': 0.09278158098459244, 'Total Cost Incurred': 0.02858508564531803}"
