DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Defective Component,Defective Part,Number of Parts Replaced,Total Cost Incurred,Human Error,Design Flaw,Material Issue
"TIPO DANNO Lamentato cliente / Guasto: ANS24 - Dossier n.8001797615 del 24/10/22 
- soccorso a Cagliari. CAUSA Dossier n.8001797615 del 24/10/22 - soccorso a Cagliari. CORREZIONE Rimborso uscita 2 operatori dalle ore 14:15 alle ore 16:15 del 
24/10/2022
Rimborso uscita 2 operatori dalle ore 17:00 alle ore 18:30 del 
24/10/2022
3,5 ore x 2 operatori = totale 7 ore di intervento diurno / feriale
7 ore intervento diurno / feriale a 60,00 €/h = € 420,00
tot rimborso uscita € 420,00 - € 57,60 - € 24,00 € storno operazioni 
da inc. 1 e 2
Rimborso chilometrico in totale percorsi km 96 x 0,77 €/km",ANS 24 HOURS,MISCELLANEOUS,BATTERY,0.0,412.32,"DAMAGE TYPE  Customer complaint / Fault: ANS24 - Dossier n.8001797615 dated 10/24/22 
- rescue in Cagliari. CAUSE  Dossier n.8001797615 of 10/24/22 - rescue in Cagliari. CORRECTION  Refund for 2 operators leaving from 2.15pm to 4.15pm on 
24/10/2022
Exit refund for 2 operators from 5pm to 6.30pm 
24/10/2022
3.5 hours x 2 operators = total 7 hours of daytime / weekday intervention
7 hours daytime / weekday intervention at €60.00/h = €420.00
total exit refund €420.00 - €57.60 - €24.00 € cancellation of operations 
from inc. 1 and 2
Mileage reimbursement for total kilometers traveled 96 x €0.77/km",Defective Component,1,0,0,0,0,0,0
"REKL Geräusche von der Vorderachse bei Kurvenfahrt. GRUND Beide Radlager an der Vorderachse sind defekt. KORRECTUR Das Radlagerspiel an der Vorderachse links und rechts wurde überprüft.
Beide Achsschenkelpfosten und Radnaben an der Vorderachse wurden 
aus-, eingebaut. Die Radlager an der Vorderachse wurden erneuert. Die
Radstellung an der Vorderachse wurde überprüft und eingestellt.",BEARINGS,DEFECT,WHEEL BEARINGS,12.0,1042.37,"REKL  Noises from the front axle when cornering. REASON  Both wheel bearings on the front axle are defective. CORRECTION  The wheel bearing play on the front axle on the left and right was checked.
Both steering knuckles and wheel hubs on the front axle were 
removed, installed. The wheel bearings on the front axle were replaced. The
Wheel position on the front axle was checked and adjusted.",Defective Component,1,0,0,0,0,0,0
"SKARGA drgania kierownicy podczas jazdy, pojazd niepewnie się prowadzi, na stacji diagnostycznej wyszły wybite tuleje zawieszenia przedniego CPRZ wybite tuleje zawieszenia przedniego KORECTA diagnostyka zawieszenia, demontaż przedniego zawieszenia, wyprasowanie tulei, utrudnienia związane z zabudową butli gazowych - 3RBH, wymiana elementów gumowych przedniego zawieszenia, sprawdzenie i ustawienie zbieżności, jazda próbna.",FRT TORSION BAR SUSP.,DEFECT,SILENTBLOCK,16.0,945.704696,"COMPLAINT  steering wheel shakes while driving, vehicle is unsteady, front suspension bushings were broken at the diagnostic station  CPRZ knocked out front suspension bushings KORECTA  suspension diagnostics, dismantling the front suspension, pressing the bushings, difficulties related to the installation of gas cylinders - 3RBH, replacing rubber elements of the front suspension, checking and setting alignment, test drive .",Number of Parts Replaced,0,0,1,0,0,0,0
 SKARGA PARUJE PRZEDNIA PRAWA LAMPA  CPRZ NIESZCZELNA LAMPA PRAWY PRZOD  KORECTA WYMIANA LAMPY PRAWY PRZOD,HEADLAMP ASSY,WATER INFILTRATION,HEADLIGHT,1.0,259.113684, COMPLAINT  RIGHT FRONT LAMP IS FOOTING   CPRZ LEAKING RIGHT FRONT LAMP   CORRECTION  REPLACEMENT OF FRONT RIGHT LAMP,Number of Parts Replaced,0,0,1,0,0,0,0
"SICAYET İKAZ LAMBALARI YANIYOR-ADBLUE ÇABUK BİTİYOR NEDEN KONTROLLERDE ADBLUE ENJEKTÖRÜNDE KIRILMA OLDUĞU 
GÖRÜLDÜ.
 YAPILANIS ADBLUE ENJEKTÖR DEĞİŞTİRİLDİ.",AD-BLUE METERING DEV MODU,BREAK,NOZZLE,1.0,100.617544,"TEMPERATURE  WARNING LIGHTS ARE ON - ADBLUE TURNS OUT QUICKLY  WHY THERE WAS A BREAK IN THE ADBLUE INJECTOR IN THE CONTROLS 
SEEN.
 PROCEDURE  ADBLUE INJECTOR WAS CHANGED.",Defective Component,1,0,0,0,0,0,0
"COMPLAINT UREA FLUID LEAKS CAUSE AD-BLUE TANK CRACKED,LEAKING FROM QUALITY SENSOR 
BASE 
 CORRECTION AD-BLUE TANK REPLACEMENT",AD-BLUE TANK,CRACKED,TANK/RESERVOIR,1.0,209.6,"COMPLAINT UREA FLUID LEAKS CAUSE AD-BLUE TANK CRACKED,LEAKING FROM QUALITY SENSOR 
BASE 
 CORRECTION AD-BLUE TANK REPLACEMENT",Defective Component,1,0,0,0,0,0,0
"COMPLAINT Noise from engine compartment. CAUSE Loosen upper engine cover. CORRECTION R-i upper engine cover, replacement clamps.",ROCKER TOP COVER,LOOSE RETAINER,RUBBER PLUG,3.0,11.96,"COMPLAINT Noise from engine compartment. CAUSE Loosen upper engine cover. CORRECTION R-i upper engine cover, replacement clamps.",Defective Component,1,0,0,0,0,0,0
SKARGA STUKI W GÓRNEJ CZĘŚCI SILNIKA CPRZ LUŹNE GUMKI MOCUJĄCE POKRYWĘ ZAWOROW KORECTA WYMIANA GUMEK MOCUJĄCYCH,ROCKER TOP COVER,TOO LOOSE/FLEXIBLE,RUBBER PLUG,3.0,11.1566,COMPLAINT  KNOCKING IN THE TOP OF THE ENGINE  CPRZ LOOSE RUBBERS FIXING THE VALVE COVER  CORRECTION  REPLACEMENT OF MOUNTING RUBBERS,Defective Component,1,0,0,0,0,0,0
"SICAYET ARAC SERVISE KAPI KAPALI OLDUGU HALDE ACIK 
GOSTERIYOR SIKAYETI ILE GELDI
 NEDEN YAPILAN KONTROLLERDE ARACIN YAN KAPI SOKETININ ARIZASI 
SEBEBI ILE GOREVINI YERINE GETIRMEDIGI TESPIT EDILMISTIR YAPILANIS YAN KAPI SOKETI DEGISTIRILEREK ARIZA GIDERILDI",DOOR CONN. FIXED PART,LOW OUTPUT/EFFICIENCY,CONNECTION,1.0,34.054385,"TEMPERATURE  THE VEHICLE IS OPEN EVEN IF THE SERVICE DOOR IS CLOSED 
HE CAME WITH HIS COMPLAINT.
 FROM WHERE  FAILURE OF THE VEHICLE'S SIDE DOOR SOCKET DUE TO THE CHECKS. 
IT HAS BEEN DETERMINED THAT HE DID NOT FULFILL HIS DUTY FOR THE REASON. THE PERFORMANCE  THE FAILURE WAS FIXED BY CHANGING THE SIDE DOOR SOCKET",Defective Component,1,0,0,0,0,0,0
 REKL SCHLUSSLEUCHTE RE KEINE FUNKTION  GRUND SCHLUSSLEUCHTE WASSEREINTRITT FESTGESTELLT  KORRECTUR SCHLUSSLEUCHTE ERN,REAR LIGHT,WATER INFILTRATION,TAIL LAMP,1.0,70.24, REKL  R TAILLIGHT NO FUNCTION   REASON TAILLIGHT WATER ENTRY DETECTED   CORRECTION  TAILLIGHT ERN,Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT intermittent loss of all electrice when driving CAUSE trace to bad earth strap connection at bulkhead causing loss of power CORRECTION remove earth strap fixing point at front of bulkhead,clean up terminals & 
mounting,refit & secure & test system ALL OK",GROUND LEAD,SHORT CIRCUIT,FRAME WIRING,0.0,57.310344,"COMPLAINT intermittent loss of all electrice when driving CAUSE trace to bad earth strap connection at bulkhead causing loss of power CORRECTION remove earth strap fixing point at front of bulkhead,clean up terminals & 
mounting,refit & secure & test system ALL OK",Defective Component,1,0,0,0,0,0,0
 COMPLAINT MOTORKONTROLLE LEUCHTET NACH NOX-SONDE TAUSCH  CAUSE LADELUFTSCHLAUCH EINGERISSEN  CORRECTION LADELUFTSCHLAUCH ERS,SLEEVES,CRACKED,RUBBER SLEEVE,3.0,177.02, COMPLAINT  ENGINE CHECK LIGHTS UP AFTER NOX PROBE REPLACED   CAUSE CHARGE AIR HOSE TORN   CORRECTION  REPLACE CHARGE AIR HOSE,Defective Component,1,0,0,0,0,0,0
"COMPLAINT ATTENDED VEHICLE AT CLYDE STREET, HELENSBURGH G84 5SQ CAUSE ANS CALL OUT CORRECTION ATTENDED VEHICLE AT GIVEN ADDRESS",ANS 24 HOURS,MISCELLANEOUS,FRAME WIRING,0.0,127.241379,"COMPLAINT ATTENDED VEHICLE AT CLYDE STREET, HELENSBURGH G84 5SQ CAUSE ANS CALL OUT CORRECTION ATTENDED VEHICLE AT GIVEN ADDRESS",Defective Component,1,0,0,0,0,0,0
" KLACHT BIJGELUID ONDER HET RIJDEN. BROMT/ZOEMT ALS DE HOORN VAN EEN STOOMBOOT.  OORZAAK DEFECT  CORRECTIE DIAGNOSE PROEFRITJE GEREDEN. ZOEMEND GELUID ALS ER KRACHT OP DE TANDEN KOMT, BIJ OPTREKKEN EN AFREMMEN OP DE MOTOR. PLUG ERUIT GEHAA LD, ZAT VOL METAAL GRUIS OLIE IN FLES BEWAARD. VEEL SPELING OP TANDEN ALS JE DE PIGNON AS MET DE FLENS OP EN NEER HAALD. ACHTERAS U IT ELKAAR GEHAALD. LAGERS BESCADIGD. SLIJTAGE AAN DE TANDEN! COMPLETE ACHTERAS VERNIEUWD.",REAR AXLE ASSEMBLY,DEFECT,SATELLITE GEAR,1.0,3042.75," COMPLAINT  NOISE WHILE DRIVING. GRUMPS/BUZZS LIKE A STEAMER'S HORN.  CAUSE  DEFECT  CORRECTION  DIAGNOSTIC TEST DRIVE. BUZZING NOISE WHEN FORCE APPLIES TO THE TEETH, WHEN ACCELERATING AND BREAKING THE ENGINE. PLUG TOOK OUT, IT WAS FULL OF METAL GRUST OIL KEPT IN BOTTLE. LOTS OF PLAY ON TEETH WHEN YOU ROVE THE PINION SHAFT WITH THE FLANGE UP AND DOWN. REAR AXLE YOU TOOK TOGETHER. BEARINGS DAMAGED. WEAR ON THE TEETH! COMPLETE REAR AXLE RENEWED.",Defective Part,0,1,0,0,0,0,0
INCIDENT VOYANT AD BLUE ALLUME CAUSE MAUBAIS RENDEMENT NOX SOLUTION REMPLACEMENT NOX,NOX DETECTION SENSOR,LOW OUTPUT/EFFICIENCY,NOX SENSOR,1.0,325.06,INCIDENT  AD BLUE LIGHT ON CAUSE  POOR NOX EFFICIENCY  SOLUTION REPLACEMENT NOX,Defective Component,1,0,0,0,0,0,0
 SKARGA WYCIEK OLEJU  CPRZ ROZWARSTWIENIE USZCZELNIACZA WALU KORBOWEGO Z PRZODU SILNIKA  KORECTA WYMIANA USZCZELNIACZA WALU KORBOWEGO,CRANKSHAFT FRONT SEAL,BREAK,SHAFT SEAL,3.0,197.393737, COMPLAINT  OIL LEAK   CPRZ SEPARATION OF THE CRANKSHAFT SEAL ON THE FRONT OF THE ENGINE   CORRECTION  REPLACEMENT OF CRANKSHAFT SEAL,Number of Parts Replaced,0,0,1,0,0,0,0
"REKL Kd.Beanstandung:Motorkontrollleuchte aktiv GRUND Diagnose SCR Anlage
Befund:Partikelsensor Funktionsfähigkeit
THD Anfrage 105949570 DPF ersetzen
 KORRECTUR Partikelfilter erneuert
Sensoren von DPF umgebaut
Programmierung SCR Anlage nach Austausch",PARTICULATE TRAP,DEFECT,CATALYTIC SILENCER,3.0,1987.19,"REKL  Claim: Check engine light active  REASON Diagnosis SCR system
Finding: Particle sensor functionality
THD request 105949570 Replace DPF
 CORRECTION  Particulate filter replaced
DPF sensors rebuilt
Programming SCR system after replacement",Number of Parts Replaced,0,0,1,0,0,0,0
 INCIDENT LA PORTE S'OUVRE PLUS  CAUSE BLOCAGE DE LA SERRURE ENTRAINAT LA DESTRUCTION DE LA POIGNEE DE PORTE  SOLUTION REMPLACER SERRURE DE PORTE PLUS POIGNEE,LOCKS,BLOCKAGE,DOOR LOCK,7.0,192.44, INCIDENT  THE DOOR OPENS FURTHER   CAUSE BLOCKAGE OF THE LOCK CAUSING DESTRUCTION OF THE DOOR HANDLE  SOLUTION  REPLACE DOOR LOCK PLUS HANDLE,Number of Parts Replaced,0,0,1,0,0,0,0
"REKL Öl unterm Fahrzeug zwischen Motor und Getriebe. GRUND Wellendichtring Kurbelwelle hinten defekt, verformt. KORRECTUR Getriebe a-e, 
Wellendichtring ersetzt.",CRANKSHAFT REAR SEAL,DEFORMED,SHAFT SEAL,1.0,781.02,"REKL  Oil under the vehicle between the engine and transmission. REASON  Rear crankshaft oil seal defective, deformed. CORRECTION  Gearbox a-e, 
Shaft seal replaced.",Defective Component,1,0,0,0,0,0,0
"INCIDENT controle ouverture de porte 
réglage de porte CAUSE controle ouverture de porte 
réglage de porte SOLUTION controle ouverture de porte 
réglage de porte",REAR VAN DOORS,LOW OUTPUT/EFFICIENCY,DOOR REAR,0.0,16.12,"INCIDENT  door opening control 
door adjustment CAUSE  door opening control 
door adjustment SOLUTION  door opening control 
door adjustment",Defective Component,1,0,0,0,0,0,0
"SKARGA BLOKUJE KO A TY , GRZEJ SI­ CPRZ ZABLOKOWANE PROWADNICE ZACISKU PRAWY TYL KORECTA WYMIANA PROWADNIC ZACISKU PT",BRAKE CALIPER,BLOCKAGE,KIT-BRAKE CALIPER,1.0,87.753684,"COMPLAINT  HE'S BLOCKING THE WHEEL AND YOU, KEEP HEATING  CPRZ LOCKED REAR RIGHT CLAMP GUIDES  CORRECTION  REPLACEMENT OF PT CLAMP GUIDES",Number of Parts Replaced,0,0,1,0,0,0,0
" SKARGA huczenie w czasie jazdy z przodu auta,  CPRZ zatarta bie×nia ·ozyska ko·a przedniego, lewa strona ,  KORECTA wymiana lozyska ko·a przedniego,lewa strona ,",BEARINGS,SEIZURE,WHEEL BEARINGS,5.0,240.718121," COMPLAINT  noise while driving in the front of the car,   CPRZ seized running track ·recovery and the front one, left side,  CORRECTION  replacement of front wheel bearing, left side,",Number of Parts Replaced,0,0,1,0,0,0,0
" REKL SCHIEBETüR SCHLIESST OBEN & UNTEN SCHLECHT  GRUND SCHIEBETUER OBERE ROLLE DEFEKT IN FOLGE OBERES SCHLOSS, TUERFUEHRUNG BESCHAEDIGT, TUER HAENGT VORNE RUNTER  KORRECTUR SCHIEBETUER OBERE ROLLE ERNEUERT, SICHERUNG ERNEUERT, TUER AUSGERICHTET",SLIDING DOOR WHEEL,BROKEN AWAY,OPENING DOOR ARM,5.0,432.65," REKL  SLIDING DOOR CLOSES TOP & BOTTOM BADLY   REASON SLIDING DOOR TOP ROLLER DEFECTIVE AS A RESULT OF TOP LOCK, DOOR GUIDE DAMAGED, DOOR HANGS DOWN IN FRONT  CORRECTION  SLIDING DOOR TOP ROLLER RENEWED, FUSE RENEWED, DOOR ALIGNED",Defective Component,1,0,0,0,0,0,0
"SICAYET Aracın debriyaj takılı kalıyor
 NEDEN Yapılan kontrollerde debriyaj merkezinin deformasyona uğrayıp yağ 
kaçırdığı ve bu nedenle takılma yaptığı görüldü YAPILANIS Aracın debriyaj merkezi değiştirildi sorun giderildi.
",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,84.386842,"TEMPERATURE  The vehicle's clutch remains stuck
 FROM WHERE  During the checks, the clutch center was deformed and the oil was removed. 
It was seen that he missed it and that's why he got stuck DONE  The clutch center of the vehicle was changed and the problem was resolved.",Defective Part,0,1,0,0,0,0,0
 TIPO DANNO AVVISATORE ACUSTICO NON FUNZIONA  CAUSA RICERCA GUASTO  CORREZIONE RIPARAZIONE IMP ELETTRICO AVVISATORE ACUSTICO,HORN,SHORT CIRCUIT,HORN,0.0,142.8, DAMAGE TYPE  HORN DOES NOT WORK  CAUSE  TROUBLESHOOTING   CORRECTION ELECTRICAL SYSTEM REPAIR ACOUSTIC SIGNAL,Defective Component,1,0,0,0,0,0,0
KLACHT vermogen verlies OORZAAK roetfilter verstopt CORRECTIE regeneratie roetfilter uitgevoerd + test,SCR SYSTEM,BLOCKAGE,CATALYTIC SILENCER,0.0,59.4,COMPLAINT  power loss CAUSE  particulate filter clogged  CORRECTION regeneration of the particulate filter carried out + test,Defective Component,1,0,0,0,0,0,0
" TIPO DANNO SOCCORSO VEICOLO, RUMORI DA MOTORE  CAUSA 5802009617 CATENA DI COMANDO DI  CORREZIONE 505110100 S-R COMPLESSIVO FILTRO ARIA 506010412 SCARICO E RIFORNIMENTO LIQUIDO RAFFREDDAMENTO 541258116 SOST.CATENE PRIMARIA/SECONDA RIA COM.DISTRIBUZIONE ECONOMY ESTRAZ CATENE INCASTRATE",TIMING CHAIN,BREAK,TIMING CHAIN,8.0,806.13," DAMAGE TYPE  VEHICLE ASSISTANCE, ENGINE NOISES   CAUSE 5802009617 COMMAND CHAIN ​​OF   CORRECTION  505110100 S-R AIR FILTER ASSEMBLY 506010412 DRAIN AND REFILL COOLANT LIQUID 541258116 REPLACE PRIMARY/SECONDARY AIR DISTRIBUTION COM. ECONOMY EXTRACTION OF STUCK CHAINS",Number of Parts Replaced,0,0,1,0,0,0,0
 REKL FEHLER ANH NGERBELEUCHTUNG  GRUND FEHLER ANH NGERBELEUCHTUNG. FEHLERSPEICHER AUSGELESEN UND DIAGNOSE DURCHGEFüHRT. FEHLER IN DER ANH NGERERKENNUNG. ANSCHLüSSE UND LEI TUNGEN AN DER ANH NGERSTECKDOSE KONTROLLIERT UND AUSGEMESSEN. SCHADHAFTER KONTAKT FESTGESTELLT. KURZSCHLUSS.  KORRECTUR FEHLER ANH NGERBELEUCHTUNG. FEHLERSPEICHER AUSGELESEN UND DIAGNOSE DURCHGEFüHRT. FEHLER IN DER ANH NGERERKENNUNG. ANSCHLüSSE UND LEI TUNGEN AN DER ANH NGERSTECKDOSE KONTROLLIERT UND AUSGEMESSEN. SCHADHAFTER KONTAKT FESTGESTELLT. KURZSCHLUSS. ANSCHLUSS INSTANDGESETZ T UND FUNKTIONSKONTROLLE DURCHGEFüHRT.,MULTI-CONDUCTOR PLUG,DEFECTIVE CONTACTS,WIRE/CABLE,0.0,165.405406, REKL  TRAILER LIGHTING ERROR   REASON TRAILER LIGHT ERROR. ERROR MEMORY READ AND DIAGNOSIS PERFORMED. ERROR IN TRAILER DETECTION. CONNECTIONS AND CABLES ON THE TRAILER SOCKET CHECKED AND MEASURED. DEFECTIVE CONTACT DETECTED. SHORT CIRCUIT.  CORRECTION  TRAILER LIGHT ERROR. ERROR MEMORY READ AND DIAGNOSIS PERFORMED. ERROR IN TRAILER DETECTION. CONNECTIONS AND CABLES ON THE TRAILER SOCKET CHECKED AND MEASURED. DEFECTIVE CONTACT DETECTED. SHORT CIRCUIT. CONNECTION REPAIR AND FUNCTIONAL CHECK PERFORMED.,Total Cost Incurred,0,0,0,1,0,0,0
 RECLAMO FALLO ARRANQUE  CAUSA FALLO INTERNA BATERIA  SOLUCION DIAGNOSIS EASYBATT CAMBIAR BATERIA,BATTERY,SHORT CIRCUIT,BATTERY,1.0,229.53, CLAIM  STARTER FAILURE  CAUSE  INTERNAL BATTERY FAILURE   SOLUTION EASYBATT DIAGNOSIS CHANGE BATTERY,Defective Component,1,0,0,0,0,0,0
"TIPO DANNO SPIE ACCESE IN ACCENSIONE DEL VEICOLO, SOPRATUTTO 
LDWS CAUSA AVARIA ELETTRICA SCATOLA STERZO CORREZIONE SOSTITUZIONE",ELE./MECH/POWER STEERING,BREAK,POWER STEERING,2.0,2109.53,"DAMAGE TYPE  LIGHTS LIT WHEN IGNITION OF THE VEHICLE, ESPECIALLY 
LDWS CAUSE  ELECTRICAL STEERING BOX FAILURE  CORRECTION REPLACEMENT",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO ... perdita acqua impianto riscaldamento  CAUSA ... deformazion manicotto  CORREZIONE ... sostituito manicotto,HEATER PIPES,DEFORMED,HEATING TUBE,1.0,35.83, DAMAGE TYPE  ... heating system water leak   CAUSE ... sleeve deformation   CORRECTION  ... replaced sleeve,Defective Component,1,0,0,0,0,0,0
"REKL Kd.Beanstandung:Kraftstoffverlust GRUND Fahrgestell gereinigt
Befund:Entlüftungsrohr von Tankstutzen undicht KORRECTUR Schlauch Tankentlüftungsmuffe erneuert",FILLER SLEEVES,FUEL LEAKS,BREATHER PIPE,1.0,60.97,"REKL  Claim: Loss of fuel  REASON Chassis cleaned
Findings: Vent pipe from tank neck leaking CORRECTION  Tank ventilation sleeve hose replaced",Number of Parts Replaced,0,0,1,0,0,0,0
RECLAMACAO Verificou-se ruido na zona do motor CAUSA Rotura de casquilhos (tapa-furos) da tampa do motor CORRECAO Subst. de casquilhos (tapa-furos) da tampa do motor,ROCKER TOP COVER,BREAK,RUBBER PLUG,2.0,14.11,COMPLAINT  There was noise in the engine area  CAUSE Rupture of bushings (hole covers) on the engine cover  CORRECTION  Subst. of bushings (hole covers) of the engine cover,Defective Component,1,0,0,0,0,0,0
"SICAYET İKAZ LAMBASI YANIYOR NEDEN KONTROLLERDE DPF PARÇACIK (PM) SENSÖR İÇ ARIZALI 
OLARAK TESPİT EDİLDİ. YAPILANIS DPF PARÇACIK (PM) SENSÖR DEĞİŞTİRİLDİ.",PARTICULATE SENSOR,SHORT CIRCUIT,PM SENSOR,1.0,164.426315,"TEMPERATURE  WARNING LAMP IS ON WHY  DPF PARTICLE (PM) SENSOR INTERNAL DEFECTIVE IN CHECKS 
IT WAS DETECTED AS. PROCEDURE  DPF PARTICLE (PM) SENSOR HAS BEEN REPLACED.",Defective Component,1,0,0,0,0,0,0
" REKL Elektrische Feststellbremse loest nicht  GRUND Elektrische Feststellbremsvorrichtung ist blockiert,  KORRECTUR Nach Diagnose-/Pruefarbeiten, elektrische Feststellbremsvorrichtung ueber UDT / Wartungsmodus frei geschaltet, Grundeinstellung der Feststellbremse, Kalibrierung ueber UDT",ELECTRIC ACTUATOR,NO DISENGAGEMENT,KIT,0.0,189.0," REKL  Electric parking brake does not release   REASON Electric parking brake device is blocked,   CORRECTION  After diagnostic/test work, electric parking brake device activated via UDT/maintenance mode, basic setting of the parking brake, calibration via UDT",Defective Component,1,0,0,0,0,0,0
"SKARGA plamy oleju pod mostem tylnym, CPRZ wada materiałowa uszczelniacza wałka atakującego, wytarcie ,
przepuszczanie oleju , KORECTA wymiana uszczelniacza mostu tylnego ,",FLANGE SEAL,SEIZURE,SHAFT SEAL,2.0,61.143158,"COMPLAINT  oil stains under the rear axle,  CPRZ material defect of the input shaft seal, abrasion,
oil leakage, CORRECTION  replacement of the rear axle seal,",Material Issue,0,0,0,0,0,0,1
 SKARGA szumi ·o×ysko prawy przÊd  CPRZ luzy na ·ozysku piasty prawy przÊd  KORECTA wymiana ·o×yska piasty prawy przÊd,BEARINGS,DEFORMED,WHEEL BEARINGS,5.0,215.888143," COMPLAINT  noise, right front bearing   CPRZ play on the hub bearing, right front   CORRECTION  replacement of right front hub bearings",Number of Parts Replaced,0,0,1,0,0,0,0
"SKARGA Hałas z okolicy mostu przy prędkości 70-100 KM/H
WPA: 107735652
THD: 107735395 CPRZ Luzu miedzy zębny pomiędzy kołem talerzowym i wałkiem ataku nie 
mieści się w normie.

 KORECTA Weryfikacja opiłków w oleju. Weryfikacja luzu miedzy zębnego 
pomiędzy kołem talerzowym i wałkiem ataku wg. Etim. Wymiana kpl. 
mostu.",DIFFERENTIAL REAR AXLE,NOISE,BEVEL DRIVE,1.0,2124.831579,"COMPLAINT  Noise from the bridge area at a speed of 70-100 KM/H
WPA: 107735652
THD: 107735395 CPRZ  There is no play between the gears between the ring gear and the input shaft 
is within the norm.

 CORRECTION  Verification of shavings in the oil. Verification of the gap between the teeth 
between the ring wheel and the input shaft according to Etim. Replacing the set 
bridge.",Number of Parts Replaced,0,0,1,0,0,0,0
"SKARGA SZUMY DUDNIENIA W PRZEDNICH KOŁACH PODCZAS JAZDY OD 
PRĘDKOŚCI 50 KM/H CPRZ LUZ NA ŁOŻYSKU PRZEDNIEJ PRAWEJ PIASCIE KOŁA KORECTA WYMIANA ŁOŻYSKA",BEARINGS,TOO LOOSE/FLEXIBLE,SPRING LOCKWASHER,4.0,222.130527,"COMPLAINT  RUMBLING NOISE FROM THE FRONT WHEELS WHILE DRIVING FROM 
SPEEDS 50 KM/H CPRZ  PLAY IN THE FRONT RIGHT WHEEL HUB BEARING  CORRECTION BEARING REPLACEMENT",Number of Parts Replaced,0,0,1,0,0,0,0
"Klgomål Engine warning Orsak Hos Ad-blue defect Ändring Fault finding, measuring wiring. 32kohm. Change hose and performed 
ad-blue test and test run.",PIPES AD-BLUE,DEFECT,DELIVERY LINE,1.0,364.34,"Klgomål Engine warning Orsak Hos Ad-blue defect Ändring Fault finding, measuring wiring. 32kohm. Change hose and performed 
ad-blue test and test run.",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO PERDITA COMBUSTIBILE  CAUSA ROTTURA RACCORDO INNESTO RAPIDO SERBATOIO COMBUSTIBILE - VEDI FOTO ALLEGATE  CORREZIONE SOST.RACCORDO INNESTO RAPIDO E SIST.IMPIANTO SERBATOIO COMBUSTIBILE - VEDI FOTO ALLEGATE,FAST COUPLING,BREAK,FASTENING RING,1.0,60.02, DAMAGE TYPE  FUEL LOSS  CAUSE  BROKEN FUEL TANK QUICK COUPLING FITTING - SEE ATTACHED PHOTOS   CORRECTION  REPLACE QUICK CONNECTION FITTING AND FUEL TANK SYSTEM - SEE ATTACHED PHOTOS,Defective Component,1,0,0,0,0,0,0
"SKARGA Pojazd wpada w tryb awaryjny CPRZ Problem z wypaleniem filtra DPF KORECTA Wykonanie diagnostyki. Weryfikacja przyczyny usterki.
000E74-0E, 07ED7E-02, 00129E-02, 0004CF-1F, 0004CF-02.
Wymuszona regeneracja filtra DPF.",AD-BLUE UNIT PUMP MODULE,INCORRECT ADJUSTMENT,CATALYTIC SILENCER,0.0,73.407159,"COMPLAINT  Vehicle goes into limp mode  CPRZ Problem with DPF filter burnout  CORRECTION  Performing diagnostics. Verification of the cause of the fault.
000E74-0E, 07ED7E-02, 00129E-02, 0004CF-1F, 0004CF-02.
Forced regeneration of the DPF filter.",Number of Parts Replaced,0,0,1,0,0,0,0
"REKL Kunde beanstandet leuchtende Motorkontrolllampe. GRUND Fehlercode 07E052-00 (siehe Fehlerspeicher)
Zündspule defekt. KORRECTUR Vorbereitung der UDT Station. Fehlerspeicher auslesen. Fehler nach 
geführtem Verfahren befunden. Div Verkabelungen überprüft 
und Messarbeiten durchgeführt nach geführtem Verfahren (siehe Bild). 
Luftfiltergruppe A-E. Zündspule A-E und ersetzen. Enginetest nach der 
Reparatur durchgeführt. Probefahrt auf der Strasse durchgeführt. Keine 
Fehler mehr vorhanden. Fahrzeug ist i.O.",IGNITION COIL,DEFECT,IGNITION COIL,1.0,530.882881,"REKL  Customer complains about the check engine light coming on. REASON  Error code 07E052-00 (see error memory)
Ignition coil defective. CORRECTION  Preparation of the UDT station. Read out error memory. Error after 
conducted procedure. Various cabling checked 
and measurement work carried out according to a guided procedure (see picture). 
Air filter group A-E. Ignition coil A-E and replace. Engine test after the 
Repair carried out. Test drive carried out on the road. No 
Errors still exist. Vehicle is OK.",Defective Component,1,0,0,0,0,0,0
INCIDENT DPN CAUSE DPN SOLUTION DPN,ANS 24 HOURS,MISCELLANEOUS,CATALYTIC SILENCER,39.0,165.57,INCIDENT DPN CAUSE DPN SOLUTION DPN,Defective Component,1,0,0,0,0,0,0
 TIPO DANNO TRAFILAMENTO OLIO MOTORE  CAUSA PARAOLIO NON HA TENUTA  CORREZIONE STACCO E RIATTACCO CAMBIO PER SOSTITUZIONE PARAOLIO POSTERIORE ALBERO MOTORE,CRANKSHAFT REAR SEAL,LOW OUTPUT/EFFICIENCY,SHAFT SEAL,1.0,382.32, DAMAGE TYPE  ENGINE OIL LEAKAGE  CAUSE  OIL SEAL DOES NOT SEAL   CORRECTION CUT E REFITTING THE GEARBOX TO REPLACE THE REAR CRANKSHAFT OIL SEAL,Defective Component,1,0,0,0,0,0,0
